institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Archiv für Agrargeschichte - Archives de l'histoire rurale - Archives of rural history Archives de l'histoire rurale Archivio della storia rurale Archives of rural history,archiv-f-r-agrargeschichte-archives-de-l-histoire-rurale-archives-of-rural-history-archives-de-l-histoire-rurale-archivio-della-storia-rurale-archives-of-rural-history,Switzerland,Europe,CH-001652-1,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-001652-1,True,True,http://www.histoirerurale.ch,https://www.histoirerurale.ch/afa/index.php/de/films-de/,ok,200,0,0,,
"Archiv für Zeitgeschichte, ETH Zürich",archiv-f-r-zeitgeschichte-eth-z-rich,Switzerland,Europe,CH-000919-9,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000919-9,True,True,https://onlinearchives.ethz.ch/,https://onlinearchives.ethz.ch/archive/tree/home?page=0&pageSize=10,ok,200,1,1,,
"Archiv für Zeitgeschichte, ETH Zürich",archiv-f-r-zeitgeschichte-eth-z-rich,Switzerland,Europe,CH-000919-9,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000919-9,True,True,https://onlinearchives.ethz.ch/,https://onlinearchives.ethz.ch/archive/tree/f8cd281a08284f7fbef145a2e3659b51?page=0&pageSize=10,ok,200,0,0,,
"FF 1971, Archiv Geschichte der FF Schule",ff-1971-archiv-geschichte-der-ff-schule,Switzerland,Europe,CH-99999999998,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-99999999998,True,True,https://ff1971.ch/en/,https://ff1971.ch/en/archive,ok,200,0,0,,
Kantonsbibliothek Appenzell Ausserrhoden (Trogen),kantonsbibliothek-appenzell-ausserrhoden-trogen,Switzerland,Europe,CH-000095-1,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000095-1,True,True,http://www.ar.ch/kantonsbibliothek,https://ar.ch/spezial/lebensbereiche/archive-und-bibliotheken/,ok,200,0,0,,
Schweizerisches Wirtschaftsarchiv (Basel),schweizerisches-wirtschaftsarchiv-basel,Switzerland,Europe,CH-000133-4,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000133-4,True,True,http://www.wirtschaftsarchiv.ch,https://wirtschaftsarchiv.ub.unibas.ch/de/archive-sichern/,ok,200,0,0,,
Staatsarchiv St.Gallen,staatsarchiv-st-gallen,Switzerland,Europe,CH-000090-5,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000090-5,True,True,https://dls.staatsarchiv.sg.ch/,https://dls.staatsarchiv.sg.ch/de/orientierung/film-und-ton/,ok,200,0,0,,
Stadtarchiv Chur,stadtarchiv-chur,Switzerland,Europe,CH-001104-7,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-001104-7,True,True,http://www.chur.ch/de/politikundverwaltung/organigramm/verwaltung/?amt_id=9107,https://www.chur.ch/filme,ok,200,0,0,,
Koç Üniversitesi Suna Kıraç Kütüphanesi,ko-niversitesi-suna-k-ra-k-t-phanesi,Turkey,Asia,TR-00000028922,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=TR-00000028922,True,True,https://librarydigitalcollections.ku.edu.tr/en/,https://librarydigitalcollections.ku.edu.tr/en/collection/akmed-antalya-newspaper/,ok,200,0,0,,
Koç Üniversitesi Suna Kıraç Kütüphanesi,ko-niversitesi-suna-k-ra-k-t-phanesi,Turkey,Asia,TR-00000028922,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=TR-00000028922,True,True,https://librarydigitalcollections.ku.edu.tr/en/,https://librarydigitalcollections.ku.edu.tr/en/collection/hatice-gonnet-bagana-hittite-collection/,ok,200,0,0,,
Koç Üniversitesi Suna Kıraç Kütüphanesi,ko-niversitesi-suna-k-ra-k-t-phanesi,Turkey,Asia,TR-00000028922,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=TR-00000028922,True,True,https://librarydigitalcollections.ku.edu.tr/en/,https://librarydigitalcollections.ku.edu.tr/en/collection/byzantine-monuments-photographs-archive/,ok,200,0,0,,
Koç Üniversitesi Suna Kıraç Kütüphanesi,ko-niversitesi-suna-k-ra-k-t-phanesi,Turkey,Asia,TR-00000028922,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=TR-00000028922,True,True,https://librarydigitalcollections.ku.edu.tr/en/,https://librarydigitalcollections.ku.edu.tr/en/collection/admiral-bristol-collection/,ok,200,0,0,,
Koç Üniversitesi Suna Kıraç Kütüphanesi,ko-niversitesi-suna-k-ra-k-t-phanesi,Turkey,Asia,TR-00000028922,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=TR-00000028922,True,True,https://librarydigitalcollections.ku.edu.tr/en/,https://librarydigitalcollections.ku.edu.tr/en/collection/ankara-photograph-postcard-and-engraving-collection/,ok,200,0,0,,
Aberystwyth University Archives,aberystwyth-university-archives,United Kingdom,Europe,GB-982,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-982,True,True,http://www.aber.ac.uk/en/is/collections/archives/,https://www.aber.ac.uk/en/about-us/corporate-information/information-governance/archives/support-us/,ok,200,0,0,,
Aberystwyth University Archives,aberystwyth-university-archives,United Kingdom,Europe,GB-982,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-982,True,True,http://www.aber.ac.uk/en/is/collections/archives/,https://www.aber.ac.uk/en/about-us/corporate-information/information-governance/archives/readerinfo/,ok,200,0,1,,
Aberystwyth University Archives,aberystwyth-university-archives,United Kingdom,Europe,GB-982,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-982,True,True,http://www.aber.ac.uk/en/is/collections/archives/,https://www.aber.ac.uk/en/about-us/corporate-information/information-governance/archives/resources/#d.en.268642,ok,200,0,0,,
Aberystwyth University Archives,aberystwyth-university-archives,United Kingdom,Europe,GB-982,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-982,True,True,http://www.aber.ac.uk/en/is/collections/archives/,https://www.aber.ac.uk/en/about-us/corporate-information/information-governance/archives/resources/,ok,200,0,0,,
Aberystwyth University Archives,aberystwyth-university-archives,United Kingdom,Europe,GB-982,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-982,True,True,http://www.aber.ac.uk/en/is/collections/archives/,https://www.aber.ac.uk/en/about-us/corporate-information/information-governance/archives/support-us/#d.en.268768,ok,200,0,0,,
Ahmed Iqbal Ullah Race Relations Resource Centre,ahmed-iqbal-ullah-race-relations-resource-centre,United Kingdom,Europe,GB-3228,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3228,True,True,http://www.racearchive.manchester.ac.uk/about/,https://www.library.manchester.ac.uk/aiu-race-centre/collections/books-and-resources/rare-books/,ok,200,0,0,,
Ahmed Iqbal Ullah Race Relations Resource Centre,ahmed-iqbal-ullah-race-relations-resource-centre,United Kingdom,Europe,GB-3228,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3228,True,True,http://www.racearchive.manchester.ac.uk/about/,https://www.library.manchester.ac.uk/aiu-race-centre/collections/books-and-resources/local-studies/,ok,200,0,0,,
Ahmed Iqbal Ullah Race Relations Resource Centre,ahmed-iqbal-ullah-race-relations-resource-centre,United Kingdom,Europe,GB-3228,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3228,True,True,http://www.racearchive.manchester.ac.uk/about/,https://www.library.manchester.ac.uk/aiu-race-centre/collections/archives/projectcollections/,ok,200,0,0,,
Ahmed Iqbal Ullah Race Relations Resource Centre,ahmed-iqbal-ullah-race-relations-resource-centre,United Kingdom,Europe,GB-3228,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3228,True,True,http://www.racearchive.manchester.ac.uk/about/,https://www.library.manchester.ac.uk/aiu-race-centre/collections/oral-histories/,ok,200,0,0,,
Ahmed Iqbal Ullah Race Relations Resource Centre,ahmed-iqbal-ullah-race-relations-resource-centre,United Kingdom,Europe,GB-3228,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3228,True,True,http://www.racearchive.manchester.ac.uk/about/,https://www.library.manchester.ac.uk/aiu-race-centre/collections/archives/biographical-collections/,ok,200,0,0,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,https://amaravati.org/category/video/,ok,200,8,13,,
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,True,True,http://www.amaravati.org,https://amaravati.org/teachings/audio/,ok,200,0,7,,
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,https://www.carmarthenshire.gov.wales/media/sa0hwmcx/copyright_guidelines-2026-30_eng.pdf,erro,,0,0,,Timeout ou falha no carregamento
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,https://www.carmarthenshire.gov.wales/media/wpejwkzd/searchroom_rules-2022-26-eng.pdf,erro,,0,0,,Timeout ou falha no carregamento
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,https://www.carmarthenshire.gov.wales/media/oh0p4ecv/fees_charges_2025-26_eng.pdf,erro,,0,0,,Timeout ou falha no carregamento
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,True,True,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,https://www.carmarthenshire.gov.wales/business/filming-opportunities/,ok,200,5,5,,
"Ashmolean Museum Department of Antiquities, University of Oxford",ashmolean-museum-department-of-antiquities-university-of-oxford,United Kingdom,Europe,GB-1648,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1648,True,True,http://www.ashmolean.org/departments/antiquities/,https://www.ashmolean.org/collections-online,ok,200,0,0,,
"Ashmolean Museum Department of Antiquities, University of Oxford",ashmolean-museum-department-of-antiquities-university-of-oxford,United Kingdom,Europe,GB-1648,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1648,True,True,http://www.ashmolean.org/departments/antiquities/,https://www.ashmolean.org/audio-guides,ok,200,0,0,,
Balliol College Historic Collections,balliol-college-historic-collections,United Kingdom,Europe,GB-3107,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3107,True,True,http://archives.balliol.ox.ac.uk/,https://archives.balliol.ox.ac.uk/Past%20members/pastmembers.asp#gsc.tab=0,ok,200,0,0,,
Balliol College Historic Collections,balliol-college-historic-collections,United Kingdom,Europe,GB-3107,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3107,True,True,http://archives.balliol.ox.ac.uk/,https://archives.balliol.ox.ac.uk//photo/index.asp#gsc.tab=0,ok,200,0,0,,
Balliol College Historic Collections,balliol-college-historic-collections,United Kingdom,Europe,GB-3107,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3107,True,True,http://archives.balliol.ox.ac.uk/,https://archives.balliol.ox.ac.uk/Archives/sumcat.asp,ok,200,0,0,,
Balliol College Historic Collections,balliol-college-historic-collections,United Kingdom,Europe,GB-3107,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3107,True,True,http://archives.balliol.ox.ac.uk/,https://archives.balliol.ox.ac.uk/Modern%20Papers/mppother.asp#gsc.tab=0,ok,200,0,0,,
Balliol College Historic Collections,balliol-college-historic-collections,United Kingdom,Europe,GB-3107,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3107,True,True,http://archives.balliol.ox.ac.uk/,https://archives.balliol.ox.ac.uk/Archives/sumcatN.asp#gsc.tab=0,ok,200,0,0,,
Archifdy Prifysgol Bangor Bangor University Archives,archifdy-prifysgol-bangor-bangor-university-archives,United Kingdom,Europe,GB-222,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-222,True,True,http://www.bangor.ac.uk/archives/,https://www.bangor.ac.uk/archives-and-special-collections/our-collections,ok,200,0,0,,
Archifdy Prifysgol Bangor Bangor University Archives,archifdy-prifysgol-bangor-bangor-university-archives,United Kingdom,Europe,GB-222,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-222,True,True,http://www.bangor.ac.uk/archives/,https://www.bangor.ac.uk/archives-and-special-collections/news/bangor-fund-supports-online-exhibition-showcasing-rare,ok,200,0,0,,
Archifdy Prifysgol Bangor Bangor University Archives,archifdy-prifysgol-bangor-bangor-university-archives,United Kingdom,Europe,GB-222,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-222,True,True,http://www.bangor.ac.uk/archives/,https://www.bangor.ac.uk/archives-and-special-collections/news/bangor-university-archives-iswe-awarded-welsh-government,ok,200,0,0,,
Archifdy Prifysgol Bangor Bangor University Archives,archifdy-prifysgol-bangor-bangor-university-archives,United Kingdom,Europe,GB-222,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-222,True,True,http://www.bangor.ac.uk/archives/,https://www.bangor.ac.uk/archives-and-special-collections/news/hundreds-celebrate-1500-years-of-heritage-at-the-bangor,ok,200,0,0,,
Archifdy Prifysgol Bangor Bangor University Archives,archifdy-prifysgol-bangor-bangor-university-archives,United Kingdom,Europe,GB-222,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-222,True,True,http://www.bangor.ac.uk/archives/,https://www.bangor.ac.uk/archives-and-special-collections/news/bangor-fund-supports-preservation-of-universitys,ok,200,0,0,,
"Bill Douglas Cinema Museum, University of Exeter",bill-douglas-cinema-museum-university-of-exeter,United Kingdom,Europe,GB-2869,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2869,True,True,http://www.bdcmuseum.org.uk/,https://www.bdcmuseum.org.uk/explore/archives/,ok,200,0,0,,
"Birkbeck Library Archives and Special Collections, University of London",birkbeck-library-archives-and-special-collections-university-of-london,United Kingdom,Europe,GB-1832,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1832,True,True,http://www.bbk.ac.uk/lib/subguides/generalref/Archives,https://www.bbk.ac.uk/library/archives-and-special-collections,ok,200,1,1,,
Birmingham Archdiocesan Archives,birmingham-archdiocesan-archives,United Kingdom,Europe,GB-1480,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1480,True,True,http://www.birminghamarchdiocesanarchives.org.uk/index.asp,http://www.birminghamarchdiocesanarchives.org.uk/archives_index.asp,ok,200,0,0,,
Birmingham Archdiocesan Archives,birmingham-archdiocesan-archives,United Kingdom,Europe,GB-1480,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1480,True,True,http://www.birminghamarchdiocesanarchives.org.uk/index.asp,http://www.birminghamarchdiocesanarchives.org.uk/collections.asp,ok,200,0,0,,
"Birmingham City University Arts, Design and Media Archive",birmingham-city-university-arts-design-and-media-archive,United Kingdom,Europe,GB-2794,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2794,True,True,http://www.bcu.ac.uk/arts-design-and-media/art-and-design-archive,https://www.bcu.ac.uk/research/media-and-journalism,ok,200,0,0,,
"Birmingham City University Arts, Design and Media Archive",birmingham-city-university-arts-design-and-media-archive,United Kingdom,Europe,GB-2794,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2794,True,True,http://www.bcu.ac.uk/arts-design-and-media/art-and-design-archive,https://www.bcu.ac.uk/arts/art-and-design-archive/collections,ok,200,0,0,,
Bishopsgate Institute Special Collections and Archives,bishopsgate-institute-special-collections-and-archives,United Kingdom,Europe,GB-372,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-372,True,True,http://www.bishopsgate.org.uk/library,https://www.bishopsgate.org.uk/archives/our-archives-online/,ok,200,0,0,,
Bishopsgate Institute Special Collections and Archives,bishopsgate-institute-special-collections-and-archives,United Kingdom,Europe,GB-372,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-372,True,True,http://www.bishopsgate.org.uk/library,https://www.bishopsgate.org.uk/archives/collections/,ok,200,0,0,,
Bishopsgate Institute Special Collections and Archives,bishopsgate-institute-special-collections-and-archives,United Kingdom,Europe,GB-372,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-372,True,True,http://www.bishopsgate.org.uk/library,https://www.bishopsgate.org.uk/archives/reading-room/,ok,200,0,0,,
Bishopsgate Institute Special Collections and Archives,bishopsgate-institute-special-collections-and-archives,United Kingdom,Europe,GB-372,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-372,True,True,http://www.bishopsgate.org.uk/library,https://www.bishopsgate.org.uk/archives/visit/,ok,200,0,0,,
Bishopsgate Institute Special Collections and Archives,bishopsgate-institute-special-collections-and-archives,United Kingdom,Europe,GB-372,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-372,True,True,http://www.bishopsgate.org.uk/library,https://www.bishopsgate.org.uk/archives/search-the-online-catalogue/,ok,200,0,0,,
Black Cultural Archives,black-cultural-archives,United Kingdom,Europe,GB-1443,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1443,True,True,http://bcaheritage.org.uk/,https://blackculturalarchives.org/collections,ok,200,0,0,,
"Borthwick Institute for Archives, University of York",borthwick-institute-for-archives-university-of-york,United Kingdom,Europe,GB-193,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-193,True,True,http://www.york.ac.uk/borthwick/,https://www.york.ac.uk/records-management/archive/donate/,ok,200,0,0,,
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,Media archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,True,True,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,https://www.bfi.org.uk/archive-content-sales-licensing/stills-sales,ok,200,0,0,,
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,Media archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,True,True,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,https://www.bfi.org.uk/watch-discover,ok,200,8,8,,
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,Media archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,True,True,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,https://www.bfi.org.uk/archive-content-sales-licensing,ok,200,0,0,,
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,Media archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,True,True,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,https://www.bfi.org.uk/archive-content-sales-licensing/archive-footage-sales,ok,200,2,2,,
Britten Pears Arts Archive,britten-pears-arts-archive,United Kingdom,Europe,GB-1111,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1111,True,True,https://www.brittenpearsarts.org/visit-us/the-red-house/the-archive,https://www.brittenpearsarts.org/take-part/creative-health/archive-collections/whats-in-the-archive,ok,200,0,0,,
Britten Pears Arts Archive,britten-pears-arts-archive,United Kingdom,Europe,GB-1111,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1111,True,True,https://www.brittenpearsarts.org/visit-us/the-red-house/the-archive,https://www.brittenpearsarts.org/news/archive-treasure-the-story-of-a-holocaust-survivor-and-a-musical-legacy,ok,200,0,0,,
Britten Pears Arts Archive,britten-pears-arts-archive,United Kingdom,Europe,GB-1111,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1111,True,True,https://www.brittenpearsarts.org/visit-us/the-red-house/the-archive,https://www.brittenpearsarts.org/take-part/creative-health/archive-collections/arrange-a-research-visit,ok,200,0,0,,
Britten Pears Arts Archive,britten-pears-arts-archive,United Kingdom,Europe,GB-1111,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1111,True,True,https://www.brittenpearsarts.org/visit-us/the-red-house/the-archive,https://www.brittenpearsarts.org/news/archive-treasures-armenian-amphora,ok,200,0,0,,
Brunel University London Special Collections,brunel-university-london-special-collections,United Kingdom,Europe,GB-1975,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1975,True,True,http://www.brunel.ac.uk/life/library/Special-Collections,https://www.brunel.ac.uk/life/library/ArchivesAndSpecialCollections/News-and-events/News/Joining-Brunels-Records-Archives-and-Special-Collections-Team,ok,200,0,0,,
Brunel University London Special Collections,brunel-university-london-special-collections,United Kingdom,Europe,GB-1975,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1975,True,True,http://www.brunel.ac.uk/life/library/Special-Collections,https://www.brunel.ac.uk/life/library/ArchivesAndSpecialCollections/Maria-Grey-College-Archives,ok,200,0,0,,
Brunel University London Special Collections,brunel-university-london-special-collections,United Kingdom,Europe,GB-1975,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1975,True,True,http://www.brunel.ac.uk/life/library/Special-Collections,https://www.brunel.ac.uk/life/library/ArchivesAndSpecialCollections/Burnett-Archive-of-Working-Class-Autobiographies,ok,200,0,0,,
Brunel University London Special Collections,brunel-university-london-special-collections,United Kingdom,Europe,GB-1975,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1975,True,True,http://www.brunel.ac.uk/life/library/Special-Collections,https://www.brunel.ac.uk/life/library/ArchivesAndSpecialCollections/Teaching-and-Learning,ok,200,0,0,,
Brunel University London Special Collections,brunel-university-london-special-collections,United Kingdom,Europe,GB-1975,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1975,True,True,http://www.brunel.ac.uk/life/library/Special-Collections,https://www.brunel.ac.uk/life/library/ArchivesAndSpecialCollections/Brunel-University-London-Archives,ok,200,0,0,,
BT Group Archives,bt-group-archives,United Kingdom,Europe,GB-1814,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1814,True,True,https://www.bt.com/about/bt/our-history/bt-archives,https://www.bt.com/about/contact-bt/media-enquiries,ok,200,0,0,,
BT Group Archives,bt-group-archives,United Kingdom,Europe,GB-1814,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1814,True,True,https://www.bt.com/about/bt/our-history/bt-archives,https://www.mediaandbroadcast.bt.com/,ok,200,1,1,,
BT Group Archives,bt-group-archives,United Kingdom,Europe,GB-1814,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1814,True,True,https://www.bt.com/about/bt/our-history/bt-archives,https://www.bt.com/about/bt/our-history/film-and-photography-archive,ok,200,0,0,,
Chetham's Library,chetham-s-library,United Kingdom,Europe,GB-418,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-418,True,True,https://library.chethams.com/collections/,https://library.chethams.com/collections/digital-resources/the-flowers-of-histories/,ok,200,0,0,,
