institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Kreisarchiv Stormarn,kreisarchiv-stormarn,Germany,Europe,DE-2410,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2410,True,True,http://www.kreisarchiv-stormarn.de,https://www.kreisarchiv-stormarn.de/mediadb/?,ok,200,0,0,,
Kreisarchiv Stormarn,kreisarchiv-stormarn,Germany,Europe,DE-2410,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2410,True,True,http://www.kreisarchiv-stormarn.de,https://www.kreisarchiv-stormarn.de/mediadb/gndcat/ConferenceOrEvent,ok,200,0,0,,
Kreisarchiv Stormarn,kreisarchiv-stormarn,Germany,Europe,DE-2410,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2410,True,True,http://www.kreisarchiv-stormarn.de,https://www.kreisarchiv-stormarn.de/mediadb/gndcat/Person,ok,200,0,0,,
"Landesarchiv Baden-Württemberg, Abt. 8. Staatsarchiv Wertheim",landesarchiv-baden-w-rttemberg-abt-8-staatsarchiv-wertheim,Germany,Europe,DE-00000906,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000906,True,True,http://www.landesarchiv-bw.de/staw,https://www.landesarchiv-bw.de/sixcms/media.php/120/Bronnbach_Bibliographie_Stand_2022-05-25.pdf,erro,,0,0,,Timeout ou falha no carregamento
Landesarchiv Berlin,landesarchiv-berlin,Germany,Europe,DE-2297,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2297,True,True,http://www.landesarchiv-berlin.de,https://landesarchiv-berlin.de/filmsammlung,ok,200,0,0,,
Landesarchiv Nordrhein-Westfalen. Abteilung Rheinland,landesarchiv-nordrhein-westfalen-abteilung-rheinland,Germany,Europe,DE-00000911,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000911,True,True,http://www.archive.nrw.de/lav/abteilungen/rheinland/profil_zustaendigkeit/index.php,https://www.archive.nrw.de/sites/default/files/media/images/was-ist%20ein-archivbestand.jpg,ok,200,0,0,,
Landesarchiv Nordrhein-Westfalen. Abteilung Rheinland,landesarchiv-nordrhein-westfalen-abteilung-rheinland,Germany,Europe,DE-00000911,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000911,True,True,http://www.archive.nrw.de/lav/abteilungen/rheinland/profil_zustaendigkeit/index.php,https://www.archive.nrw.de/sites/default/files/media/images/lav-abteilung-rheinlandduisburg.jpg,ok,200,0,0,,
Landesarchiv Nordrhein-Westfalen. Abteilung Westfalen,landesarchiv-nordrhein-westfalen-abteilung-westfalen,Germany,Europe,DE-00000913,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000913,True,True,http://www.archive.nrw.de/lav/abteilungen/westfalen/oeffnungszeiten_und_kontakt/index.php,https://www.archive.nrw.de/sites/default/files/media/images/_DSC2016_alternativ_0.jpg,ok,200,0,0,,
Landesarchiv Nordrhein-Westfalen. Abteilung Westfalen,landesarchiv-nordrhein-westfalen-abteilung-westfalen,Germany,Europe,DE-00000913,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000913,True,True,http://www.archive.nrw.de/lav/abteilungen/westfalen/oeffnungszeiten_und_kontakt/index.php,https://www.archive.nrw.de/sites/default/files/media/images/20200910_140817-neu.jpg,ok,200,0,0,,
Landeskirchliches Archiv Kassel,landeskirchliches-archiv-kassel,Germany,Europe,DE-2088,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2088,True,True,http://www.ekkw.de/archiv,https://www.ekkw.de/kirche/bischoefin/audios-und-videos,ok,200,3,6,,
LWL - Archivamt für Westfalen. Archiv des Landschaftsverbands Westfalen-Lippe,lwl-archivamt-f-r-westfalen-archiv-des-landschaftsverbands-westfalen-lippe,Germany,Europe,DE-2143,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2143,True,True,http://www.lwl.org/LWL/Kultur/Archivamt/Archiv_LWL,https://www.lwl-archivamt.de/de/filme-aus-dem-lwl-archivamt/,ok,200,0,0,,
LWL - Archivamt für Westfalen. Westfälisches Literaturarchiv,lwl-archivamt-f-r-westfalen-westf-lisches-literaturarchiv,Germany,Europe,DE-Mue305,Specialised governmental archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Mue305,True,True,http://www.lwl.org/LWL/Kultur/Archivamt/literaturarchiv,https://www.lwl-archivamt.de/de/filme-aus-dem-lwl-archivamt/,ok,200,0,0,,
Münchner Stadtbibliothek / Monacensia im Hildebrandhaus - Literaturarchiv,m-nchner-stadtbibliothek-monacensia-im-hildebrandhaus-literaturarchiv,Germany,Europe,DE-M36a,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-M36a,True,True,https://www.muenchner-stadtbibliothek.de/mon-archiv,https://www.muenchner-stadtbibliothek.de/film-kino,ok,200,0,0,,
Niedersächsisches Institut für Sportgeschichte e.V.,nieders-chsisches-institut-f-r-sportgeschichte-e-v,Germany,Europe,DE-4401,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-4401,True,True,https://nish.de/,https://nish.de/videoportrait/,ok,200,1,1,,
Niedersächsisches Landesarchiv,nieders-chsisches-landesarchiv,Germany,Europe,DE-00000028052,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-00000028052,True,True,http://www.nla.niedersachsen.de,https://nla.niedersachsen.de/startseite/aktuelles/neuigkeiten/2026/archive-in-niedersachsen-und-der-nationalsozialismus-kontinuitaten-und-bruche-248002.html,ok,200,0,0,,
Staatsarchiv Amberg,staatsarchiv-amberg,Germany,Europe,DE-2048,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2048,True,True,http://www.gda.bayern.de,https://www.gda.bayern.de/de/ueber-uns/archive-uebersicht/index.html,ok,200,0,0,,
Staatsarchiv Augsburg,staatsarchiv-augsburg,Germany,Europe,DE-Aug8,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Aug8,True,True,http://www.gda.bayern.de/,https://www.gda.bayern.de/de/ueber-uns/archive-uebersicht/index.html,ok,200,0,0,,
Staatsarchiv Würzburg,staatsarchiv-w-rzburg,Germany,Europe,DE-2049,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2049,True,True,http://www.gda.bayern.de,https://www.gda.bayern.de/de/ueber-uns/archive-uebersicht/index.html,ok,200,0,0,,
Stadtarchiv Bergisch Gladbach,stadtarchiv-bergisch-gladbach,Germany,Europe,DE-Bgl1,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bgl1,True,True,http://www.stadtarchiv-gl.de,https://www.archive.nrw.de/sites/default/files/media/images/Thomys_Magazin.jpg,ok,200,0,0,,
Stadtarchiv Bergisch Gladbach,stadtarchiv-bergisch-gladbach,Germany,Europe,DE-Bgl1,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bgl1,True,True,http://www.stadtarchiv-gl.de,https://www.archive.nrw.de/sites/default/files/media/images/Akten2.jpg,ok,200,0,0,,
Stadtarchiv Bochum - Bochumer Zentrum für Stadtgeschichte,stadtarchiv-bochum-bochumer-zentrum-f-r-stadtgeschichte,Germany,Europe,DE-Bm53,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bm53,True,True,http://www.bochum.de/stadtarchiv,https://www.bochum.de/media/Stadtarchiv-Flyer,ok,200,0,0,,
Stadtarchiv der Hansestadt Stralsund,stadtarchiv-der-hansestadt-stralsund,Germany,Europe,DE-2186,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2186,True,True,http://stadtarchiv.stralsund.de/,https://stadtarchiv.stralsund.de/Recherche/archivportale/Archives-Portal-Europe,erro,,0,0,,Timeout ou falha no carregamento
Stadtarchiv Kiel,stadtarchiv-kiel,Germany,Europe,DE-476,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-476,True,True,http://www.kiel.de/kultur/stadtarchiv/,https://www.kiel.de/de/gesundheit_soziales/menschen_mit_behinderung/audiobeschreibung.php,ok,200,0,0,,
Stadtarchiv Kiel,stadtarchiv-kiel,Germany,Europe,DE-476,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-476,True,True,http://www.kiel.de/kultur/stadtarchiv/,https://www.kiel.de/de/bildung_wissenschaft/musikschule/videos.php,ok,200,0,0,,
Stadtarchiv Korschenbroich,stadtarchiv-korschenbroich,Germany,Europe,DE-2465,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2465,True,True,http://www.korschenbroich.de/freizeit_tourismus/Stadtarchiv/Bestaende.php,https://korschenbroich.de/media/Default/_processed_/1/d/csm_2018_schlich_haus_schlickum_tor_2da82b0c81.png,ok,200,0,0,,
Stadtarchiv Korschenbroich,stadtarchiv-korschenbroich,Germany,Europe,DE-2465,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2465,True,True,http://www.korschenbroich.de/freizeit_tourismus/Stadtarchiv/Bestaende.php,https://korschenbroich.de/media/Default/pdf-dateien/01_2026-Organigramm.pdf,erro,,0,0,,Timeout ou falha no carregamento
Stadtarchiv Korschenbroich,stadtarchiv-korschenbroich,Germany,Europe,DE-2465,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2465,True,True,http://www.korschenbroich.de/freizeit_tourismus/Stadtarchiv/Bestaende.php,https://korschenbroich.de/media/Default/_processed_/a/3/csm_Krieg01_a39e9cc90a.png,ok,200,0,0,,
Stadtarchiv Korschenbroich,stadtarchiv-korschenbroich,Germany,Europe,DE-2465,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2465,True,True,http://www.korschenbroich.de/freizeit_tourismus/Stadtarchiv/Bestaende.php,https://korschenbroich.de/media/Default/_processed_/2/4/csm_2019_ko_schuelerrallye1_24c7efa6d0.jpg,ok,200,0,0,,
Stadtarchiv Leipzig,stadtarchiv-leipzig,Germany,Europe,DE-2120,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2120,True,True,http://www.leipzig.de/stadtarchiv,https://stadtarchiv.leipzig.de/archivalien/audio-und-film,ok,200,0,1,,
Stadtarchiv Magdeburg,stadtarchiv-magdeburg,Germany,Europe,DE-Ma26,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ma26,True,True,http://www.magdeburg.de/Buerger/Forschung_Bildung/Stadtarchiv/,https://www.magdeburg.de/media/custom/37_54335_1_g.JPG?1663137042,ok,200,0,0,,
Stadtarchiv Magdeburg,stadtarchiv-magdeburg,Germany,Europe,DE-Ma26,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ma26,True,True,http://www.magdeburg.de/Buerger/Forschung_Bildung/Stadtarchiv/,https://www.magdeburg.de/B%C3%BCrger-Stadt/Leben-in-Magdeburg/Verkehr/Ersatzneubau-Strombr%C3%BCckenzug/Mediathek/,ok,200,0,0,,
Stadtarchiv Magdeburg,stadtarchiv-magdeburg,Germany,Europe,DE-Ma26,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ma26,True,True,http://www.magdeburg.de/Buerger/Forschung_Bildung/Stadtarchiv/,https://www.magdeburg.de/media/custom/37_39747_1.PDF?1620634172,erro,,0,0,,Timeout ou falha no carregamento
Stadtarchiv Magdeburg,stadtarchiv-magdeburg,Germany,Europe,DE-Ma26,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ma26,True,True,http://www.magdeburg.de/Buerger/Forschung_Bildung/Stadtarchiv/,https://www.magdeburg.de/media/custom/37_6477_1.PDF?1774960430,erro,,0,0,,Timeout ou falha no carregamento
Stadtarchiv Magdeburg,stadtarchiv-magdeburg,Germany,Europe,DE-Ma26,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ma26,True,True,http://www.magdeburg.de/Buerger/Forschung_Bildung/Stadtarchiv/,https://www.magdeburg.de/media/custom/698_23006_1_g.JPG?1730966605,ok,200,0,0,,
Stadtarchiv Mainz,stadtarchiv-mainz,Germany,Europe,DE-1966,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-1966,True,True,http://www.stadtarchiv.mainz.de,https://www.mainz.de/mediathek-bilderdienst/bilderdienst,ok,200,0,0,,
Stadtarchiv Oldenburg,stadtarchiv-oldenburg,Germany,Europe,DE-2139,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2139,True,True,http://oldenburg.de/stadtarchiv,https://www.oldenburg.de/startseite/kultur/theater/film-filmkunst-kino.html,ok,200,0,0,,
Stadtarchiv Oldenburg,stadtarchiv-oldenburg,Germany,Europe,DE-2139,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2139,True,True,http://oldenburg.de/stadtarchiv,https://www.oldenburg.de/startseite/tourist/filme-apps-und-mehr/apps-und-online-angebote.html,ok,200,0,0,,
Stadtarchiv Oldenburg,stadtarchiv-oldenburg,Germany,Europe,DE-2139,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2139,True,True,http://oldenburg.de/stadtarchiv,https://www.oldenburg.de/startseite/tourist/filme-apps-und-mehr/5-fragen-und-1-heissgetraenk.html,ok,200,0,0,,
Stadtarchiv Oldenburg,stadtarchiv-oldenburg,Germany,Europe,DE-2139,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2139,True,True,http://oldenburg.de/stadtarchiv,https://www.oldenburg.de/startseite/tourist/filme-apps-und-mehr/filme-ueber-oldenburg.html,ok,200,0,0,,
Stadtarchiv Oldenburg,stadtarchiv-oldenburg,Germany,Europe,DE-2139,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2139,True,True,http://oldenburg.de/stadtarchiv,https://www.oldenburg.de/startseite/kultur/literaturhaus/filmportrait-literaturhaus.html,ok,200,0,0,,
