institution,slug,country,continent,repository_code,archive_type,bnfa_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2046/bnfa::9024c507f47013ca03707fbb4aa5a36e,Седмичен кино преглед 46,Newsreel | история / изкуство / селско стопанство / History / Art / Agriculture,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel 46 | gênero: Newsreel | duração: 00:09:45 | direção: Rumph, Vili | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=lWnR2_HFaPE | I. Lakatnik train station. Rally for the anniversary of killed anti-fascists in 1923. The monument with the names of engineer Yordan Kurtev, Stefan Trifonov, Milan Petrov, Dimitar Boyadzhiev.– II. Worship before the mortal remains of the artist Vladimir Dimitrov – Maystora.– III. View of the village of Parvenets, Yambol. Pig farm, cow farm. Rally on the square for the 20th anniversary of the establishment of the ""Marshal Tolbukhin"" agricultural cooperative. Member of the Bulgarian Communist Party (BCP) Ivan Tenev speaks.– IV. Grape harvest in the vineyards of the village of Korten, Sliven.– V. The motor service at the railway depot, Sofia.– VI. View of Stara Zagora. Construction of residential buildings.– VII. Cultural life View of the city of Kalofer. Day of poetry – Demir Yanev, member of BCP in Plovdiv. Among the officials – Pavel Matev, Dora Gabe. A word from the poet Lamar. The birth house and the bust of the poet Hristo Botev. The poet Mladen Isaev speaks....",1960,Седмичен кино преглед 46,1960-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No.%2049/bnfa::6a88b0aa92e693e55b3f1adbb087fc86,Седмичен кино преглед No. 49,Newsreel | строителство / промишленост / селско стопанство / природа / изкуство / Construction / Manufacture / Agriculture / Nature / Art,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No. 49 | gênero: Newsreel | duração: 00:10:10 | direção: Stoyanova, Tatyana | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=SYiFOTGLbgo | I. Moscow. Vnukovo airport. Welcoming Nikita Khrushchev. Kliment Voroshilov and other members of the government. II. Kremikovci. Celebration. Ivan Abadjiev signs a contract for the construction of a metallurgical factory. Scouts bring flowers. Tano Tsolov speaks. III. Model border post near Dospat. Georgi Tsankov speaks. General Demir Borachev speaks. IV. Vidin. ""G. Dimitrov"" factory. V. Mechanized harvesting of corn with a combine harvester. VI. Burgas. Field. Women picking cotton. VII. Troyan. A potter works. Hall at the ""Elprom"" factory. The company ""Mashstroy"". Foundry. ""G. Dimitrov"". ""Galenus"" Laboratory. VIII. Ropotamo River. Autumn - nature, the river, fisherman. IX. Sofia. The Puppet Theater. Boris Vaptsarov speaks.",1960,Седмичен кино преглед No. 49,1960-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2038/bnfa::12455a129b2f7d26fd060e259a385098,Седмичен кинопреглед 38,Newsreel | религия / образование / селско стопанство / спорт / сатира / Religion / Education / Agriculture / Sport / Satire,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel 38 | gênero: Newsreel | duração: 00:09:49 | direção: Zahariev, Dimko | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=xBb8tRINzYY | I. Belgrade Airport. Władysław Gomulka, General Secretary of PZPR /Polish United Workers' Party/, and Józef Cyrankiewicz, Prime Minister of Poland, get off the plane. They were welcomed by Yugoslav President Josip Broz Tito.– II. NEWS. Sofia Airport. Sending of a Bulgarian government delegation to China headed by Prime Minister Anton Yugov, Georgi Traikov, leader of the Bulgarian Agrarian People's Union /BZNS/, and Carlo Lukanov, Minister of Foreign Affairs. Among the senders - Todor Zhivkov, General Ivan Mihailov.– III. Sofia - the building of the National Assembly and the monument to Tsar Osvoboditel. A French parliamentary delegation visiting the Presidium of the National Assembly. Speech by Georgi Damyanov. At a reception with Raiko Damyanov, Deputy Chairman of the Council of Ministers. Visit to the ""Stalin"" dam.– IV. Sofia Airport. Welcoming the Patriarch of Moscow and all Rus' Alexy I. Among the guests - the Bulgarian patriarch. On a visit to the villa...",1957,Седмичен кинопреглед 38,1957-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2010/bnfa::6217ee91bedf524b7ab13a27f2d19036,Седмичен кинопреглед No 10,Newsreel | политика / селско стопанство / строителство / спорт / кино / изкуство / Politics / Agriculture / Construction / Sport / Cinema / Art,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel No 10 | gênero: Newsreel | duração: 00:09:42 | direção: Getov, Milen | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=wRQ3lXXFD8Y | I. USSR, Moscow - celebration of Red Army Day. Marshal Georgi Zhukov speaks. Semyon Budeni is present. Dmitry Mikheev in a tank. Two of his sons. Archival footage ofthe Great Patriotic War. – II. Algeria. French occupation forces open closed shops of Algerian citizens.– III. Hungarian refugees are returning to their homeland from Viena. – IV. Fertilization of crops near the village of Iliya Blaskovo, region of Koralovgrad, by plane. The pilot - Maria Nedyalkova. – V. Factory for fireproof materials near Elin Pelin station. Close-up - construction and installation of machines. – VI. Deepening the port of Burgas. Diver. – VII. Meteorological station on Botev peak. Views from the observatory and snow-capped peaks. – VIII. Sofia. Motorcycling competition celebrating March 3. Racers on the streets of the city. – IX. Bulgarian film festival in Sofia. Premiere of the feature film ""Earth"". The creators of the film are present, Borislav Sharaliev, Zahari Zhandov, etc. Gero...",1957,Седмичен кинопреглед No 10,1957-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2021/bnfa::a5cc39ff222683c149f163f0a2a31fa1,Седмичен кинопреглед No 21,Newsreel | история / политика / строителство / History / Politics / Construction,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No 21 | gênero: Newsreel | duração: 00:10:55 | direção: Getov, Milen | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=P-HTCixeR7s | I. 300 years since the founding of Batak and 81 years since the Batak massacre in the suppression of the April Uprising in 1875. Views of the city. A painting depicting the massacre of Bulgarians by Turkish soldiers. Laying of wreaths at the monument of the fallen. The chairman of the council Ya. Dunev and Demir Yanev speak. Witnesses to the massacre, former partisans, and mothers of killed antifascists are present. – II. Meeting of the participants in the Semptember Uprising in 1923. City of Stara Zagora - a meeting of communists and farmers. Commemoration at the monument of Dinyo Nikov, Yordan Valev speaks. Mityu Lozev's house. Colonel Ginchev recounts memories. – III. Bulgarian Book Week. Portrain of Saints Cyril and Methodius. Covers of old Bulgarian books and new ones. Pringint house. Bookstore. Meeting of reeders with writers. Kamen Kalchev, Mladen Isaev - speaks. – IV. A delegation of a Moldovan party and agricultural representatives arrives in Bulgar...",1957,Седмичен кинопреглед No 21,1957-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No.%2015/bnfa::f90020553db6dade189d490660e03272,Седмичен кинопреглед No. 15,Newsreel | политика / промишленост / селско стопанство / транспорт / кино / театър / спорт / Politics / Manufacture / Agriculture / Transport / Cinema / Theatre / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No. 15 | gênero: Newsreel | duração: 00:10:08 | direção: Getov, Milen | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=GLeNAcM0-Tk | I. Sofia - people in front of the Bulgarian Agrarian People's Union (BZNS) building. The monument of Alexander Stamboliyski. They enter the National Opera. Opening of the 29th Congress of BZNS. Welcoming by Encho Staykov from the Central Committee of the Bulgarian Communist Party (BKP). Speech by Georgi Traikov, Secretary of BZNS. II. Representatives of the French Communist Party, led by Politburo member Étienne Fajon, get off the plane. They are welcomed by Todor Zhivkov, Dimitar Dimov and other officials. View of the ""G. Dimitrov"" Mausoleum. III. Dimitrovgrad. The ""Y. Stalin"" Chemical Factory. View of the buildings. IV. Kostinbrod village, Sofia. Farmers receive their pensions. V. The gates of the Motherland Burgas - the port. Border officers, customs officers and the port doctor board the ship. VI. Railway station, Ruse. Composing, sealing and labeling of railwagons. VII. Sofia Airport. The control tower. Airplanes - Bulgarian, Soviet, Yugoslav, Czech, D...",1957,Седмичен кинопреглед No. 15,1957-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No.%2044/bnfa::19e4bfe0e0930d6476e88667801f1b6d,Седмичен Кинопреглед No. 44,Newsreel | политика / строителство / изкуство / селско стопанство / спорт / Politics / Construction / Art / Agriculture / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No. 44 | gênero: Newsreel | duração: 00:10:12 | direção: Vazov, Yanush | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=9EXdrSG7aFo | I. Egypt. Shots of Alexandria and Cairo. A political rally. President Gamal Abdel Nasser announces the nationalization of the Suez Canal. Destruction in Egyptian cities. English war cars and ships ready to attack Egypt. Parade of Israeli military units. II. Dresden. Shots of the city and cultural monuments. Destroyed buildings from the bombing of the Anglo-Americans in the Second World War. III. USSR. Construction of the Kuibyshev hydro power plant near the Volga River. IV. Sofia railway station. Bulgarian delegation headed by the Minister of Foreign Affairs Carlo Lukanov and Dimitar Bratanov is heading to New York for a UN session. V. Opening of an exhibition of the English artist Paul Hogarth in Sofia. VI. City of Sliven. Construction of a woolen fabric plant. VII. The village of Tuden, Godech region. Field. Plowing with tractors. Village of Golesh - the cow farm, herd of cows, making silage. VIII. Black Sea. Searching for fish shoalings with aeroplanies...",1956,Седмичен Кинопреглед No. 44,1956-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2031/bnfa::203166d9fcf0ae00f2f01214e67556f7,Седмичен кинопреглед 31,Newsreel | общественополитически събития / изкуство / строителство / селско стопанство / транспорт / природа / спорт / Sociopolitical Events / Arts / Construction / Transport / Nature / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel 31 | gênero: Newsreel | duração: 00:09:52 | direção: Rumph, Vili | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=MkSDua3w8GU | I. Nationalization of the Suez Canal. View. Demonstrations by the Egyptian people in support of nationalization. – II. Reception of the Chinese art ensemble in our country. Guests welcome Ruben Avramov. – III. Dispatch of Bulgarian youth to the training grounds in the USSR at the Sofia railway station. – IV. Sofia. In the House of the People's Army - celebration of the 350th anniversary of the birth of Dutch artist Rembrandt van Rijn. Speakers are Deccho Uzunov and Johannes Van Proozdi. Pictures of the artist. – V. Unveiling of the monument to Nikola Vaptsarov in the city of Bansko. Speaks Carlo Lukanov. Laying wreaths. – VI. Discovery of iron ore deposits near the village of Kremikovtsi. Drilling and first drillers, including Genadi Stoymenov. – VII. Construction of the VEC in Irkutsk. View from the Angara River. – VIII. In the village of Kutovo, Vidin youth are working in the field, sowing hybrid cauliflower. – IX. The railway station in the city of Pleven. Tr...",1956,Седмичен кинопреглед 31,1956-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2035/bnfa::b5f66fb65d23de21b0f02b6aed0eb6ca,Седмичен кинопреглед 35,Newsreel | общественополитически събития / строителство / селско стопанство / туризъм / промишленост / изкуство / спорт / Sociopolitical Events / Construction / Agriculture / Tourism / Industry / Art / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel 35 | gênero: Newsreel | duração: 00:10:15 | direção: Rumph, Vili | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=vAkep5Fob6E | I. Rally in Berlin. Dr. Otto Nuschke, Deputy Chairman of the Council of Ministers of the GDR, speaks.– II. Sofia. Welcoming delegates for the World Federation of Democratic Youth session. Chairman Bruno Bernini speaks.– III. Trucks with young people move along the road to Mount Stoletov. The church in Shipka village.– IV. ""Golyamo ravnishte area near the village of Srednogortsi, Madan. Miner's Day celebration.– V. Krastets railway station.– VI. Construction of a tractor plant near Kolarovgrad /present-day Shumen/.– VII. Tobacco fields in the village of Boboshevo.– VIII. Bulgarian tourists in Yugoslavia. In front of the Monument to the Unknown Hero on Mount Avala near Belgrade. Buses depart. Tourists by the Drava River. Bled Island. Opatija, town on the Adriatic coast.– IX. USSR. Caspian Sea – burning tower of the Baku Oil Industry Center.– X. USSR – trainer Margarita Nazarova plays with her tiger.– XI. Berlin. The Olympic Stadium, athletics competitions. Running...",1956,Седмичен кинопреглед 35,1956-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No%2017/bnfa::4e6c58b2d260022052bc5f965cf641ee,Седмичен кинопреглед No 17,Newsreel | общественополитически събития / строителство / селско стопанство / промишленост / Sociopolitical Events / Construction / Agriculture / Manufacture,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No 17 | gênero: Newsreel | duração: 00:10:06 | direção: Zahariev, Dimko | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=xAWuuo24xjE | I. Celebration of the 85th anniversary of the birth of Vladimir Lenin. Close-up of the presidium, Valko Chervenkov. Encho Staikov speaks. On film - Anton Yugov, Yuri Prihodov, Valko Chervenkov. – II. Fourth National Congress of Peace. Exterior of Alexander Stamboliyski's birth house. The hall of the Sofia Opera. Audience. Georgi Pirinski and acad. Georgi Nadjakov speak. In the presidium - Patriarch Kiril, Ferdinand Kozovski, the mother of the poet Nikola Vaptsarov. Jorge Salamea greets on behalf of the World Peace Council. Speeches by foreign guests. Patriarch Kiril speaks, Elena Vaptsarova. – III. HPP ""Stara Zagora"". Work on the installation of machines. Installing the rotor. – IV. The staff of the pump factory ""Georgi Dimitrov"" in the city of Vidin takes over the patronage of the cooperators from the village of Bregovo for technical assistance. A brigade from the factory helps the cooperators. – V. The Experimental Television Centre in Sofia. Loading ta...",1955,Седмичен кинопреглед No 17,1955-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No.%2041/bnfa::ca3a2b000b6c29a005cefcfff2f07f11,Седмичен кинопреглед No. 41,Newsreel | политика / промишленост / селско стопанство / търговия / туризъм / спорт / Politics / Manufacture / Agriculture / Trade / Tourism / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No. 41 | gênero: Newsreel | duração: 00:09:48 | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=aYiF1X55bj0 | I. USSR. Moscow. The Kremlin Palace. Signing of an economic cooperation agreement between the USSR and Yugoslavia by Anastas Mikoyan, First Deputy Chairman of the Council of Ministers of the USSR and Svetozar Vukmanovich Temno from the Yugoslav side. II. France. The Forest of Vincent near Paris. The celebration of the newspaper l'Humanité. Members of the Politburo of the Communist Party of Ukraine are present. Marcel Cashin, director of the newspaper, speaks. III. Plovdiv. Machine-building plant ""A. Ivanov"". IV. Rhodope Mountains. Atanas Cholakov's brigade cuts trees. V. Apple orchard of the ""29 Oktober"" cooperation farm, village of Razdavitsa, Kyustendil region. Removal of boxes of apples by cart. VI. USSR. Ukraine. Stalin region /now Volgograd region/ - Marinka village. Fair of agricultural, industrial, manufacturing and other goods. VII. USSR. Yalta. The port. The Soviet ship ""Peter the Great"" with Bulgarian tourists on board. Swallow Nest Castle near the city. They visit the h...",1955,Седмичен кинопреглед No. 41,1955-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No.%2044/bnfa::7290f7ec359a308fd283b2956295e0c1,Седмичен Кинопреглед No. 44,Newsreel | селско стопанство / политика / образование / спорт / Agriculture / Politics / Education / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No. 44 | gênero: Newsreel | duração: 00:10:16 | direção: Zahariev, Dimko | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=PZJoCxtg_KM | I. USSR. Moscow. All-Union Agricultural Exhibition. Delegates from China observe. Delegates from Korea, led by Agriculture Minister Kim Il. The delegates of Indonesia. II. Sofia Airport. An Albanian government delegation headed by the chairman of the Council of Ministers of Albania, Mehmed Shehu, disembarks from the plane. Among the guests are Valko Chervenkov, Anton Yugov, Todor Zhivkov. M. Shehu speaks. Stanko Todorov, Georgi Traikov, Zhivko Zhivkov were also photographed. III. Sofia. The building of the Engineering and Construction Institute. Professor Stanchev. Graduate student Strahilov. Assistants Ninov, Raynov and Vasilev creators of an improvement of the siphon construction. IV. Rila village. Cooperators sort tobacco leaves V. Sofia. ""V. Levski"" Stadium. Football match between the teams of Red Star Belgrade and CSKA Sofia. Referee Bernardi of Italy. The goals by Kolev and Milanov. Result 2:2.",1954,Седмичен Кинопреглед No. 44,1954-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2019/bnfa::2b01a7a7fc50e9ef20792122b65ad39b,Седмичен кинопреглед 19,Newsreel | промишленост / история / селско стопанство / Industry / History / Agriculture,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel 19 | gênero: Newsreel | duração: 00:09:52 | direção: Kumanova, Zinayida | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=ZdN7oFx18Xw | I. FROM THE SOVIET UNION Leningrad - the ""Stalin"" metallurgical plant. – II. IN MEMORY OF VELA PEEVA Shots of Velingrad. A rally outside the city on the occasion of the anniversary of the death of the anti-fascist Vela Peeva. Colonel Atanas Semerdzhiev is speaking. Placing wreaths on the frontal site ""White Rock"". The dugout where she was hiding. – III. CIGARETTE MANUFACTURING Workshop in the ""Stalin"" factory, Plovdiv. Boxes and stacks of ""Rodopi"" and ""Lux"" cigarettes. – IV. EARLY TOMATOES Panorama of the village of Parvenets, Plovdiv region. Cooperators from the ""L. Dimitrova"" youth unit grow seedlings for early tomatoes. – V. NEW HEALTH INSTITUTE The building of the First City United Hospital in the city of Sofia. – VI. HAPPY CHILDHOOD City of Ruse - the Pioneer Home building. Students in the aeromodelling, biology, history, geography circles. The ballet troupe - girls dance classical ballet and Azerbaijani folk dance. –",1954,Седмичен кинопреглед 19,1954-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D0%B5%D0%B4%D0%BC%D0%B8%D1%87%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20No.%2025/bnfa::12bbf05bb248207ab386f29a34d86803,Седмичен кинопреглед No. 25,Newsreel | строителство / промишленост / история / селско стопанство / Construction / Manufacture / History / Agriculture,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Weekly Newsreel No. 25 | gênero: Newsreel | duração: 00:10:08 | direção: Zahariev, Dimko | produtora: Studia za Hronikalni i Dokumentalni Filmi | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=kTtq3kccLlY | I. USSR. Construction of the Kuybyshev Hydroelectric Station II. China. Factory for steel pipes. III. Sofia. The Presidium of the National Assembly. The Chairman of the Presidium, Georgi Damyanov, reads a Decree awarding Dobri Terpeshev with the ""G. Dimitrov"" medal on the occasion of his 70th anniversary. Vasil Mavrikov and other officials are present. Dobri Terpeshev speaks. IV. Pavel village, region of Svishtov. Revealing a monument to fallen partisans. Sava Dalbokov and Dimitar Ganev, high ranking figures of the Bulgarian Communist Party (BKP). The former speaks. General Zahari Zahariev is present. V. Ruse. The factory for agricultural machines ""G. Dimitrov"". Lyuben Kolarov inspects a combine. VI. The cropfields of the village of Zhalti Bryag, Haskovo. VII. Ruse. Children from the river and sea club in marine uniforms. They sail along the Danube River. The leader of the club, Captain Dimitrov, shows how to fill in the logbook.",1954,Седмичен кинопреглед No. 25,1954-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
