institution,slug,country,continent,repository_code,archive_type,bnfa_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE-%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2089/bnfa::f8aa2c07526bfe34e99380a277ee93d0,Отечествен кино-преглед 89,Newsreel | изкуство / общественополитически събития / природа / Art / Sociopolitical Events / Nature,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 89 | gênero: Newsreel | duração: 00:07:12 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=G8y0s9mfrOk | I. YUGOSLAVIC EXHIBITION Sofia. Salon - exhibition about the liberation struggle of the country. Prime Minister Kimon Georgiev opens. K. Georgiev signs in the book of honor. II. THE GRAVE HAS SPOKEN Near the village of Slavovitsa, Pazardzhik, on the banks of the Maritsa River - the bones of the agricultural leader Alexander Stamboliyski are removed. Mikhail Genovski is present. Poster with the image of Stamboliyski. II. SOFIA IS GETTING CLEANED UP Buildings affected by the Anglo-American bombings of 1943-44. IV. JEWISH CRAFT EXHIBITION Hall, exhibits: clothes, bags, electric stoves, furniture, suitcases, radios, lighting fixtures, household utensils, medical equipment, etc. V. AT THE ZOO Sofia - the zoo - cages with animals.",1946,Отечествен кино-преглед 89,1946-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE-%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2099/bnfa::b1a355f8aca32ab74665055f7ffc0619,Отечествен кино-преглед 99,Newsreel | спорт / селско стопанство / общественополитически събития / Sport / Agriculture / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 99 | gênero: Newsreel | duração: 00:08:51 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=MgF_3jCDslY | I. Czechoslovakia, Bratislava. Doubles Rowing Competitions. Audience. Final. II. August 4 - opening of a camp school for scouts in the resort of Chamkoria (Borovets). Minister of Finance Ivan Stefanov speaks. Among the officials - Mincho Neychev. Children come out of tents. III. August 8 - commemoration for partisans who died in 1944 near the village of Zlogush. Major General Shteryu Atanasov delivers a speech. He presents medals to the surviving partisans from the detachment. IV. Harmani - threshing with dikans. V. Port of Burgas. Armenians from Bulgaria moved to the Armenian SSR. People unload luggage from a truck. People with luggage get on a ship. Ship siren. People on the ship and in the port. VI. Sofia - the square near the former Palace. Rally for Referendum for the People's Republic. Traicho Kostov speaks.",1946,Отечествен кино-преглед 99,1946-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%20107/bnfa::430f9eb79962d6cb14bef1fb34519bb7,Отечествен кинопреглед 107,Newsreel | общественополитически събития / строителство / Sociopolitical Events / Construction,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 107 | gênero: Newsreel | duração: 00:11:51 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=1XIro1i_DuE | I. Do you agree that... The first automobile in our country. A car driving on a road. Photos from old Sofia. Street traffic at Lions' Bridge. A peasant with an ox cart. A plane flying. Peasants plow. Old and modern locomotive. A train crosses a bridge. The statue of the Republic of Bulgaria. Rally on ""September 9 Square"" for the elections. Kimon Georgiev, Prime Minister of Bulgaria, speaks. Anton Yugov, Minister of Interior, speaks at a rally in the countryside. The cover of the Constitution of the Kingdom of Bulgaria. Children play on the street. A rural family eats on the fields. A peasant plows with oxen. Page from the Tarnovo Constitution. Adolf Hitler and Tsar Boris III at Berghof. Bombing and destruction in Sofia during World War II. Procession in Sofia on September 9, 1944. Welcoming of Alexander Piponkov-Chapay and partisans in Belovo. Welcoming units of the Red Army. Demonstration in Sofia in front of the National Assembly. Present are: Georgi Dimitrov, Traicho Kostov, Kimon Georgiev, Alexander Obbo...",1946,Отечествен кинопреглед 107,1946-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2072/bnfa::82af4d3fd689f54b1fa7023381a72c41,Отечествен кинопреглед 72,Newsreel | промишленост / общественополитически събития / Manufacture / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 72 | gênero: Newsreel | duração: 00:08:42 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=1qqdX7j89OE | – I. Factory ""Happiness"" for sugar products. Manufacturing process. – II. ""Kambana"" soap factory. Production. – III. ""Balkan"" metal processing factory. – IV. Rally in front of the National Assembly in connection with the vote on the Law on Agrarian Reform and the Illegally Enriched. Speaking: Yordan Abadjiev, Angel Shishkov, Todor Zhivkov. Boyan Bulgaranov, Vladimir Ivanov, Georgi Dimitrov, Tsola Dragoycheva, Georgi Traikov are present.",1946,Отечествен кинопреглед 72,1946-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%A1%D1%8A%D0%B1%D0%B0%D1%80%D1%8F%D0%BD%D0%B5%20%D0%BD%D0%B0%20%D0%BF%D0%BE%D1%80%D1%82%D0%B0%D1%82%D0%B0%20%D0%BD%D0%B0%20%D0%B4%D0%B2%D0%BE%D1%80%D0%B5%D1%86%D0%B0/bnfa::6bd853c0d51821d4cc84d81a08dd69a6,Събаряне на портата на двореца,Fragment,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Събаряне на портата на двореца Demolishing the gate of the palace | gênero: Fragment | duração: 00:04:07 | produtora: Bulgarsko Delo | cor: Black & White | som: Without sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=fLZ7ZyYlyFk | An excavator is digging. A man with a blowtorch cuts a metal fence. People are watching. Demolition of a brick wall. People are clearing bricks. Excavator digs, fills truck with soil. Shovel workers. Remove the iron door with an excavator. The excavator is working. Trucks. Demolition of a wall. Soldiers cut wood with a chainsaw. An excavator knocks down a tree.",1946,Събаряне на портата на двореца,1946-01-01,Registro audiovisual em catálogo,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2028/bnfa::ac0097a1d51773a73ca52ce147056233,Кинопреглед 28,Newsreel | спорт / Sport,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 28 | gênero: Newsreel | duração: 00:11:27 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=gqo6vANmWzA | I. Vitosha. Near the cabin ""Aleko"". Panorama of the mountain. The hut, pines in the snow. Skiers walk along the path to the hut. A soldier rings the bell. Military ski competitions of the First Army District. Participants leave the hut. Start of a long run of 15 km. Racers on the track. The first competitors finish. The judges. Competitors climb the slope. The slalom discipline - skiers descend through gates. Competitors in the final. The discipline of biathlon. The participants along the route. They climb a slope, descend, shoot at targets, towards the finish. The discipline of descent - athletes climb to Cherni Vrah. The meteorological observatory at the top. Skiers on the route from Cherni Vrah to Aleko hut. Competitors in the final. People are watching.",1945,Кинопреглед 28,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2030/bnfa::3271433ce2babf277ef2d8deeddaf005,Кинопреглед 30,Newsreel | общественополитически събития / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 30 | gênero: Newsreel | duração: 00:09:49 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=qDye499kxAs | I. Sofia. Artists and sculptors prepare decorations for the First Congress of the OF (antifascist organization, Otechestven Front). Decorating the facade of the National Theater. Opening of the congress. Speaking: Tsola Dragoycheva, Kimon Georgiev, Damyan Velchev, Hristo Stratev, Radovan Lalich, Ivan Harizanov, Petko Kunin, Zdravko Mitovski, Rayko Damyanov, Rada Todorova, Petar Vutov. Anton Yugov, Dobri Terpeshev, Ferdinand Kozovski, Slavcho Transki, Todor Pavlov, Venelin Ganev, Tsviatko Boboshevski, Stefan Sofiyski are present. II. The Patriotic War. The front in Hungary. Artillery. A tank column. Artillery in action. Infantry attack. Mortars. Heavy machine guns.",1945,Кинопреглед 30,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%9A%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2035/bnfa::3ddfd27e8bbe31f36976098638afb536,Отечествен Кино преглед 35,Newsreel | общественополитически събития / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 35 | gênero: Newsreel | duração: 00:10:23 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=nteIRv7mPDc | I. Sofia. Opening of the first congress of the Workers Professional Union (present-day KNSB) in the ""Balkan"" theater on March 16, 1945. Raiko Damyanov, chairman of the Workers Professional Union, reads a report. Tsola Dragoycheva, representative of the National Committee of the OF (antifascist organization, Otechestven Front), speaks. Speech by Prime Minister Kimon Georgiev. Speech of Colonel General Damyan Velchev, Minister of War. Academician Todor Pavlov and Anton Yugov are present. Delegates outside the building. On the rostrum in front of the National Assembly are the Soviet representative Lavrishchev, the regents Todor Pavlov, Tsviatko Boboshevsky, Venelin Ganev, Anton Yugov, Dimo ​​Kazasov, ministers, representatives of the Workers Professional Union. Railway workers, led by director Vasil Markov, tram workers, textile workers. II. The Patriotic War. The front in Hungary. 31st Infantry Regiment on the march. In a village - soldiers are looking at a map in front of a tank. Motorized and tank units move....",1945,Отечествен Кино преглед 35,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2032/bnfa::14a149576c1c7248df3f9d2adbdace59,Отечествен кино преглед 32,Newsreel | общественополитически събития / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 32 | gênero: Newsreel | duração: 00:12:14 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=CSkxNT_q5lI | I. Sofia. Brigades clear ruins from Anglo-American bombing during the Second World War. II. Train station. Aid train to Yugoslavia. Officials by the train - the mayor of Belgrade, Dr. Ivan Pashov, chairman of Sofia People's Council. III. Square in the village of Hisarya. Guard unit takes oath. IV. The Patriotic War. Front car workshop. Mechanics repair an engine of a car. V. Sofia. Cadets leave for the front. VI. View of Budapest, Hungary. Danube. Buildings and a brigde destroyed by the bombings. Return of evacuated population. A poster with a portrait of Adolf Hitler. General Vladimir Stoychev with a group of officers examines the city. A plane crashed into a building. People walk on the street. Bulgarian military at the monument of Count Dyula Andrassy, ​​Prime Minister of Hungary 1867-1870. Destroyed bridge on the Danube. A Bulgarian soldier gives bread to citizens. VII. A poster with the inscription ""BERLIN HAS FALLEN!"". Sofia. A rally in the square in front of Alexander Nevsky Cathedral on the occasion o...",1945,Отечествен кино преглед 32,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2036/bnfa::c91b3dde636979c05a3adfaedca3ceed,Отечествен кино преглед 36,Newsreel | фолклор / общественополитически събития / Folklore / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 36 | gênero: Newsreel | duração: 00:11:04 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=iJs2lJau5nc | I. Village of Dolni Lozen, Sofia. The folk custom of Lazaruvane. The Soviet scientist Academician Nikolai Derzhavin is present. Academician Derzhavin speaks. II. Sofia. Diploma to Todor Pavlov for Doctor Honoris Causa in Philosophy by Bulgarian Academy of Sciences and Arts. Professor Dolapchiev presents the diploma to T. Pavlov. A word from T. Pavlov. III. The Patriotic War. Airport near Belgrade. Welcoming Colonel General Damyan Velchev, Minister of War, by the Bulgarian Minister Plenipotentiary in Yugoslavia and officials. The Monument to the Unknown Warrior on Avala Hill. IV. General Vladimir Stoychev visits Vienna. General Vladimir Stoychev shakes hands with the Minister of Defense, Colonel General Damian Velchev. Minister D. Velchev, together with Bulgarian and Russian senior military officers, inspects the city. They enter the headquarters of Marshal Fyodor Tolbukhin. Presentation of the 1st degree order to Marshal F. Tolbukhin. General Vladimir Stoychev is present. Russian and Bulgarian senior military...",1945,Отечествен кино преглед 36,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2045/bnfa::51b5e2736b4490ec6c80230b5857c4da,Отечествен кино преглед 45,Newsreel | селско стопанство / общественополитически събития / Аgriculture / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 45 | gênero: Newsreel | duração: 00:10:58 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=Yk5G2bGwfUs | I. The yard of the agricultural cooperative in the village of Totleben, Pleven region. – II. Sofia. Volunteer guards finish Samaritan course and practice in a military hospital. They take care of wounded soldiers from the front. – III. LABOR ASSISTANCE FROM THE CITY TO THE VILLAGE. A Visit to the village of Izvor, Radomir region by a labor-cultural brigade from the 1st Sofia Guard Division. Mr. Senko performs tricks in the open. The villagers applaud. – IV. Sofia, ""Yunak"" playing field. Rally to launch the election campaign. Attending: Damyan Velchev, Dobri Terpeshev, Anton Yuhov, Vladimir Stoychev, Ferdinand Kozovski, Georgi Chankov, and military guests. Speaking: Kimon Georgiev, Prime Minister, Traicho Kostov, Secretary of the Workers' Party. People applaud. Alexander Obbov, Secretary of the BZNS, speaks. People clap. Dimitar Neykov, representative of the Social Democratic Party, makes a statement. People cheer.",1945,Отечествен кино преглед 45,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2051/bnfa::a83c0bad64161181b272e6a3c0892fd9,Отечествен кино преглед 51,Newsreel | спорт / общественополитически събития / строителство / Sport / Sociopolitical Events / Construction,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 51 | gênero: Newsreel | duração: 00:09:50 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=2Aj_e7S1glM | I. City of Varna - Sea, sun and clean air. The city beach, people on the sand, in the sea, on the pier. People go down the slide into the water. People in а boat, on a water wheel. Children jump into the water. A girl and a boy carry sand in buckets. Children make a sand castle. Young people jump into the sea from the tower on the pier. – II. ""Visiting the Hometown"" Knezha - square, men carry flags. Welcoming General Ferdinand Kozovski and Georgi Mihailov. The population welcomes them. Rally - people applaud. Ferdinand Kozovski speaks from the balcony of the community center. People listen. Speech by G. Mihailov. People applaud. – III. Children's dormitory Lokorsko village, Sofia region. The building of the children's dormitory. Children take down chairs on stairs. They feed outdoors. A child swings on a swing. Children and educator play.– IV. Sofia Students' Congress - Zarya Cinema Hall. Meeting of the First Students Congress. The Minister of Education Stancho Cholakov speaks. Delegates listen. General Shter...",1945,Отечествен кино преглед 51,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%20%D0%BA%D0%B8%D0%BD%D0%BE%20%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2054/bnfa::1074997459d2211f035059c0eb5bab80,Отечествен кино преглед 54,Newsreel | спорт / общественополитически събития / Sport / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: National Newsreel 54 | gênero: Newsreel | duração: 00:10:03 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=UiwaThecND4 | I. ""Sea, sun and air"". Arch with inscription: ""YOUTH CAMP - SCHOOL ""ZHECHKA KARAMFILOVA"". Tent camp near the city of Varna. Female campers decorate tents, listen to a lecture, keep notes. – II. Preparation for horse races. Horse farm building. Herd of thoroughbred horses on a meadow. The military walks horses. Manege, officers ride horses, jumping over obstacles, racing. Horse jockeys at the start. Along the route. Competition final. – III. Care for the workers In the ""Amus"" factory for the production of sackcloth. Workshop, machine, workers. Weaving workshop, loom, worker. Sewing workshop, workers sew sacks. Poster on the wall ""ALL FORCES OF THE FACTORY DOCTOR FOR HEALTHCARE OF THE WORKER"". Doctor's office at the factory - a doctor and a nurse help a worker. A doctor examines a worker. Poster ""HOMEFRONT POWER CARES FOR THE HEALTH OF WORKERS"". Female workers in the washroom, workers bathe in the bathroom. – IV. 1877/1945 Bulgarian-Romanian celebrations in Pleven and Grivitsa. City of Pleven - 30.08.1945 - pay...",1945,Отечествен кино преглед 54,1945-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
