institution,slug,country,continent,repository_code,archive_type,dr_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/frk-marguerite_571728,Frk. Marguerite,Gensyn: Teater og TV-film - Se gamle Teater og TV-film fra DR's arkiv her; teater og tv-film; gensyn; dr gensyn; editorialptaxtop_gensyn; editorialptaxsub_tv-teater; mood_intellektuel/tankevækkende; culturalorigin_dansk,"Dansk tv-teater fra 1991. Anne Marie Helger brillerer som despotisk lærerinde i en monolog af den brasilianske dramatiker Roberto Athayde. Dette er en tv-version af forestillingen, som oprindeligt blev sat op på Avenue Teatret i 1990. Manuskript: Roberto | tipo DRTV: program | coleção: Gensyn: Teater og TV-film - Se gamle Teater og TV-film fra DR's arkiv her | categorias: teater og tv-film, gensyn, dr gensyn | palavras-chave: editorialptaxtop_gensyn, editorialptaxsub_tv-teater, mood_intellektuel/tankevækkende, culturalorigin_dansk | ano: 1991 | duração: 57:33 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1991-03-10T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/maendene-i-taarnet_531484,Mændene i tårnet,Gensyn: Dokumentar - Se dokumentarer fra DR's arkiv her; dokumentar; natur; gensyn; dr gensyn; acc_spoken_subtitles; location_nordøstgrønland; thesaurus_arktis; editorialptaxtop_gensyn; editorialptaxsub_aktualitet/samfundsforhold; culturalorigin_dansk,"Dansk reportage fra 1991. To mænd bor i et kontroltårn hundredvis af kilometer fra den nærmeste by i Nordøstgrønland. Selvom flyvepladsen i Mesters Vig har været nedlagt i flere år, bliver den stadig vedligeholdt - af gamle Sirius-folk som Jack og Bent. D | tipo DRTV: program | coleção: Gensyn: Dokumentar - Se dokumentarer fra DR's arkiv her | categorias: dokumentar, natur, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: location_nordøstgrønland, thesaurus_arktis, editorialptaxtop_gensyn, editorialptaxsub_aktualitet/samfundsforhold, culturalorigin_dansk | ano: 1991 | duração: 28:15 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1991-02-19T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/himlen-maa-vente_561312,Himlen må vente,Gensyn: Dokumentar - Se dokumentarer fra DR's arkiv her; dokumentar; sundhed; gensyn; dr gensyn; thesaurus_aids; thesaurus_død; thesaurus_hiv; thesaurus_sorg; controlled_uhelbredelige sygdomme,"Dansk dokumentar fra 1991. Ulla er 24 år. Som 16-årig blev hun smittet med HIV til en fest. Nu lever hun med AIDS i udbrud og fortæller åbent om tabet af sit barn ved en spontan abort, sin sorg og det stille, praktiske arbejde med at forberede sin egen dø | tipo DRTV: program | coleção: Gensyn: Dokumentar - Se dokumentarer fra DR's arkiv her | categorias: dokumentar, sundhed, gensyn, dr gensyn | palavras-chave: thesaurus_aids, thesaurus_død, thesaurus_hiv, thesaurus_sorg, controlled_uhelbredelige sygdomme, editorialptaxtop_gensyn, editorialptaxsub_identitet/relationer, culturalorigin_dansk | ano: 1991 | duração: 34:33 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1991-02-18T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/ganske-enkelt-_-mogens-koch_533503,Ganske enkelt - Mogens Koch,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; gensyn; dr gensyn; person_mogens koch; thesaurus_møbeldesign; editorialptaxtop_gensyn; editorialptaxsub_design/arkitektur; culturalorigin_dansk,"Dansk dokumentar fra 1991. Mogens Koch er kendt for sine få enkle og gennemarbejdede møbler. Hans simple kvadratiske reol fra 1928 er således blevet et hovedværk i dansk møbelkunst. Den 93-årige arkitekt beretter om sin dyrkelse af det funktionelle og des | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, gensyn, dr gensyn | palavras-chave: person_mogens koch, thesaurus_møbeldesign, editorialptaxtop_gensyn, editorialptaxsub_design/arkitektur, culturalorigin_dansk | ano: 1991 | duração: 15:21 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1991-02-14T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/klaus-rifbjergs-verden_438717,Klaus Rifbjergs verden,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; gensyn; dr gensyn; person_klaus rifbjerg; thesaurus_litteratur; editorialptaxtop_gensyn; editorialptaxsub_kunst/kultur; culturalorigin_dansk,"Dansk portrætprogram fra 1991. Han har været et fyrtårn i mange årtiers kulturliv. Hans værker er beundrede og hadede, nedrakkede og rost til skyerne. Et tv-hold har fulgt den 58-årige Klaus Rifbjerg gennem et halvt år for at skildre forfatteren, privatme | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, gensyn, dr gensyn | palavras-chave: person_klaus rifbjerg, thesaurus_litteratur, editorialptaxtop_gensyn, editorialptaxsub_kunst/kultur, culturalorigin_dansk | ano: 1991 | duração: 01:27:36 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1991-01-16T16:40:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/cecilia_579649,Cecilia,Gensyn - Se programmer fra DR's arkiv her; teater og tv-film; gensyn; dr gensyn; editorialptaxtop_gensyn; editorialptaxsub_film; mood_følelsesladet; culturalorigin_dansk,"Dansk tv-drama fra 1991. Steen Steensen Blichers novelle Hosekræmmeren ligger til grund for dette kærlighedsdrama fra 1800-tallets jyske hede. Hosekræmmeren Mikkel Krænsen vil det bedste for sin datter Cecilia. Men for sent indser han, at kærligheden ikke | tipo DRTV: program | coleção: Gensyn - Se programmer fra DR's arkiv her | categorias: teater og tv-film, gensyn, dr gensyn | palavras-chave: editorialptaxtop_gensyn, editorialptaxsub_film, mood_følelsesladet, culturalorigin_dansk | ano: 1991 | duração: 01:58:41 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1991-01-01T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/jul-i-storbyen_486041,Jul i storbyen,Gensyn - Se programmer fra DR's arkiv her; underholdning; humor; gensyn; dr gensyn; acc_spoken_subtitles; thesaurus_jul; editorialptaxtop_gensyn; editorialptaxsub_film; mood_feel good/hyggelig; culturalorigin_dansk,"Dansk julefilm fra 1990. Privatdetektiven Klap-i-Olsen hader julen af et godt hjerte. Og så er han på spanden og må tage et job som butiksdetektiv i Daells Varehus midt i juletrængslen. Da han forelsker sig i Mastodont-Svends nye norske forretningsforbind | tipo DRTV: program | coleção: Gensyn - Se programmer fra DR's arkiv her | categorias: underholdning, humor, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: thesaurus_jul, editorialptaxtop_gensyn, editorialptaxsub_film, mood_feel good/hyggelig, culturalorigin_dansk | ano: 1990 | duração: 20:24 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-12-23T17:13:32.6800000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/sirius__-2-maend-11-hunde-og-1-slaede_531485,"Sirius - 2 mænd, 11 hunde og 1 slæde",Gensyn: Dokumentar - Se dokumentarer fra DR's arkiv her; dokumentar; natur; gensyn; dr gensyn; location_nordøstgrønland; organization_arktisk kommando; organization_siriuspatruljen; thesaurus_arktis; thesaurus_soldater,"Dansk reportage fra 1990. I Nordøstgrønland, hvor mennesket kun kan eksistere på naturens betingelser, findes en af verdens mest specielle militærenheder - Slædepatruljen Sirius. Den opererer med hundeslæder på 16.000 kilometer ubeboet kyst, hvor temperat | tipo DRTV: program | coleção: Gensyn: Dokumentar - Se dokumentarer fra DR's arkiv her | categorias: dokumentar, natur, gensyn, dr gensyn | palavras-chave: location_nordøstgrønland, organization_arktisk kommando, organization_siriuspatruljen, thesaurus_arktis, thesaurus_soldater, thesaurus_specialstyrker, editorialptaxtop_gensyn, editorialptaxsub_aktualitet/samfundsforhold | ano: 1991 | duração: 52:20 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-12-18T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/johnny-reimar-_-et-portraet_591282,Johnny Reimar - et portræt,Gensyn: 1990'erne - Se programmer fra DR's arkiv her; underholdning; gensyn; dr gensyn; person_johnny reimar; person_jørgen de mylius; editorialptaxtop_gensyn; editorialptaxsub_musik; culturalorigin_dansk,"Dansk portrætprogram fra 1990. Johnny Reimar har mange titler på cv'et - partysanger, musiker, manager, festarrangør samt pladeselskabs- og tv-direktør. I en samtale med Jørgen de Mylius fortæller den alsidige entertainer og driftige forretningsmand om si | tipo DRTV: program | coleção: Gensyn: 1990'erne - Se programmer fra DR's arkiv her | categorias: underholdning, gensyn, dr gensyn | palavras-chave: person_johnny reimar, person_jørgen de mylius, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1990 | duração: 49:56 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-10-28T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/carl-nielsens-5-symfoni_549268,Carl Nielsens 5. symfoni,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; musik; gensyn; dr gensyn; person_carl nielsen; thesaurus_klassisk musik; controlled_symfoni nr. 5 (carl nielsen); editorialptaxtop_gensyn; editorialptaxsub_klassisk musik,"Dansk koncertoptagelse fra 1990. Som en del af fejringen af 125-året for Carl Nielsens fødsel opfører Radiosymfoniorkestret hans 5. symfoni fra 1922. Leif Segerstam dirigerer, og Suzanne Brøgger indleder koncerten med en karakteristik af komponisten og ha | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, musik, gensyn, dr gensyn | palavras-chave: person_carl nielsen, thesaurus_klassisk musik, controlled_symfoni nr. 5 (carl nielsen), editorialptaxtop_gensyn, editorialptaxsub_klassisk musik, culturalorigin_dansk | ano: 1990 | duração: 43:23 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-07-30T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/quincy-jones-_-fra-bop-til-rap_488489,Quincy Jones - Fra Bop til Rap,Gensyn - Se programmer fra DR's arkiv her; kultur; musik; gensyn; dr gensyn; acc_spoken_subtitles; person_quincy jones; thesaurus_jazz; thesaurus_pop; editorialptaxtop_gensyn; editorialptaxsub_musik,"Dansk portrætprogram fra 1990. Henrik Iversen interviewer Quincy Jones om hans enestående karriere i amerikansk musik. Fra bebop i 40'erne og halvtreds år og frem, hvor han betragtes som den nye popmusiks bagmand. I udsendelsen fortæller han om det nye al | tipo DRTV: program | coleção: Gensyn - Se programmer fra DR's arkiv her | categorias: kultur, musik, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: person_quincy jones, thesaurus_jazz, thesaurus_pop, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1990 | duração: 22:27 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-06-28T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/episode/for-lang-og-tro-tjeneste_-en-chauffoer-paa-als_551925,For lang og tro tjeneste: Sæson 1 – En chauffør på Als,Gensyn - Se programmer fra DR's arkiv her; livsstil; gensyn; dr gensyn; editorialptaxtop_gensyn; editorialptaxsub_identitet/relationer; culturalorigin_dansk,"Dansk reportage fra 1990. I 40 år kørte Hans Jørgen Jensby den samme rute som chauffør. Fra Als til Hadsund - en tur på cirka 13 kilometer. Journalisten Jytte Dreyer kører ruten igen sammen med den pensionerede rutebilchauffør for at høre om hans liv og o | tipo DRTV: episode | coleção: Gensyn - Se programmer fra DR's arkiv her | categorias: livsstil, gensyn, dr gensyn | palavras-chave: editorialptaxtop_gensyn, editorialptaxsub_identitet/relationer, culturalorigin_dansk | ano: 1990 | duração: 31:15 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-05-21T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/en-samtale-med-roxette_447190,En samtale med Roxette,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; musik; gensyn; dr gensyn; acc_spoken_subtitles; organization_roxette; thesaurus_rytmisk musik; editorialptaxtop_gensyn; editorialptaxsub_musik; culturalorigin_dansk,"Dansk portrætprogram fra 1990. Svenske Roxette er kæmpestore i 1990. Sangene 'The Look' og 'Listen to Your Heart' har i 1989 ligget øverst på de amerikanske hitlister og banet vejen for en international lynkarriere. Marie Fredriksson og Per Gessle bliver | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, musik, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: organization_roxette, thesaurus_rytmisk musik, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1990 | duração: 30:15 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-05-16T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/natalie-cole-_-i-koebenhavn_506327,Natalie Cole - i København,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; underholdning; musik; gensyn; dr gensyn; acc_spoken_subtitles; person_jørgen de mylius; person_natalie cole; editorialptaxtop_gensyn; editorialptaxsub_musik; culturalorigin_dansk,"Dansk portrætprogram fra 1990. Hun er datter af den berømte sanger og jazzmusiker Nat King Cole, og det har fyldt meget i Natalie Coles liv. Den Grammy-vindende amerikaner ville egentlig være psykolog, og først senere i livet besluttede hun sig for en mus | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, underholdning, musik, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: person_jørgen de mylius, person_natalie cole, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1990 | duração: 41:02 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-05-02T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/dronningen-moeder-pressen-_-50_aars-foedselsdag_438459,Dronningen møder pressen - 50-års fødselsdag,"Gensyn: 1990'erne - Se programmer fra DR's arkiv her; gensyn; dr gensyn; person_margrethe ii, dronning, danmark; thesaurus_kongelige; editorialptaxtop_gensyn; editorialptaxsub_arkivnyheder; culturalorigin_dansk","Dansk reportage fra 1990. Hvordan er det at have hund? Dronningen fylder 50 år, og i den forbindelse har hun inviteret til pressemøde - for første gang i gemakkerne på Amalienborg. Spørgsmålene spænder vidt. Hvilken del af det omfattende fødselsdagsprogra | tipo DRTV: program | coleção: Gensyn: 1990'erne - Se programmer fra DR's arkiv her | categorias: gensyn, dr gensyn | palavras-chave: person_margrethe ii, dronning, danmark, thesaurus_kongelige, editorialptaxtop_gensyn, editorialptaxsub_arkivnyheder, culturalorigin_dansk | ano: 1990 | duração: 35:37 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1990-03-14T05:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/den-glade-enke_465301,Den glade enke,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; musik; gensyn; dr gensyn; acc_spoken_subtitles; person_franz lehár; thesaurus_operettemusik; controlled_den glade enke; editorialptaxtop_gensyn; editorialptaxsub_klassisk musik,"Dansk gallaforestilling fra 1989. Preben Kristensen er konferencier ved denne opførelse af Franz Lehárs operette i Radiohusets Koncertsal. Et fyrstedømme på randen af bankerot, misforståelser, lumske planer og et kærlighedsforhold, der blomstrer på ny, er | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, musik, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: person_franz lehár, thesaurus_operettemusik, controlled_den glade enke, editorialptaxtop_gensyn, editorialptaxsub_klassisk musik, culturalorigin_dansk | ano: 1989 | duração: 01:29:54 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1989-12-26T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/roger-whittaker-_-et-portraet_506321,Roger Whittaker - et portræt,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; underholdning; musik; gensyn; dr gensyn; acc_spoken_subtitles; person_jørgen de mylius; person_roger whittaker; editorialptaxtop_gensyn; editorialptaxsub_musik; culturalorigin_dansk,"Dansk portrætprogram fra 1989. Jørgen de Mylius har lavet et musikalsk portræt af den britiske sanger og entertainer med de eminente fløjteevner. Han har turneret i Danmark siden 1968 og mener selv, han er på rigtig god bølgelængde med det danske publikum | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, underholdning, musik, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: person_jørgen de mylius, person_roger whittaker, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1989 | duração: 45:08 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1989-12-19T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/tom-jones_506326,Tom Jones,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; underholdning; musik; gensyn; dr gensyn; acc_spoken_subtitles; person_jørgen de mylius; person_tom jones; editorialptaxtop_gensyn; editorialptaxsub_musik; culturalorigin_dansk,"Dansk portrætprogram fra 1989. Tom Jones er kulminearbejder-sønnen fra Wales, der blev stjerne midt i Beatles-perioden. 'It's Not Unusual' hittede i 1965, og senere kom sange som 'What's New, Pussycat', 'Delilah' og 'She's a Lady' til. I slutningen af 80' | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, underholdning, musik, gensyn, dr gensyn, acc_spoken_subtitles | palavras-chave: person_jørgen de mylius, person_tom jones, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1989 | duração: 45:08 | país de produção: DANMARK | georrestrição declarada: False | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1989-12-04T00:00:00.0000000Z
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,DRTV/Gensyn,https://www.dr.dk/drtv/program/naar-lysene-taendes-i-parken-_-stjerneskud_437385,Når lysene tændes i Parken - Stjerneskud,Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her; kultur; sport; musik; gensyn; dr gensyn; organization_the savage rose; person_annisette koppel; person_thomas koppel; thesaurus_rytmisk musik; editorialptaxtop_gensyn,"Dansk musikvideo fra 1989. Thomas Koppel og The Savage Rose har skrevet og indspillet en sang i anledning af Dansk Boldspil-Unions 100-års jubilæum. Den kendes under to titler - 'Når lysene tændes i Parken' og 'Stjerneskud'. Udløber: 13. okt 2027 | tipo DRTV: program | coleção: Gensyn: Kultur - Se kulturprogrammer fra DR's arkiv her | categorias: kultur, sport, musik, gensyn, dr gensyn | palavras-chave: organization_the savage rose, person_annisette koppel, person_thomas koppel, thesaurus_rytmisk musik, editorialptaxtop_gensyn, editorialptaxsub_musik, culturalorigin_dansk | ano: 1989 | duração: 04:01 | país de produção: DANMARK | georrestrição declarada: True | oferta DRTV: availability=ComingSoon; ownership=None; delivery=None; resolution=Unknown | regime de acesso: streaming com login/cadastro ou oferta não livre no nível do programa/episódio | ficha pública DRTV/Gensyn coletada por API pública; mídia não baixada",1989-10-18T05:00:00.0000000Z
