institution,slug,country,continent,repository_code,archive_type,cnc_aff_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Ravitaillement%20d'un%20obusier%20%C3%A0%20l'aide%20de%20tracteurs%20%C3%A0%20vapeur/cnc::8b3143b8369f19f22ad8ed249a840352,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Arm%C3%A9e%20russe/cnc::0724bef065c5c4730657a9f4ec3d6463,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Revue%20de%20marins%20par%20Nicolas%20II/cnc::deed1918b3e4b5d4a0f49e4a446c23f7,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Revue%20des%20r%C3%A9giments%20de%20tirailleurs%20sib%C3%A9riens%20par%20Nicolas%20II/cnc::c40d5e6aecf10ecc83fa2d82e71636c8,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Verdun%20tel%20que%20le%20poilu%20l'a%20v%C3%A9cu/cnc::2e4f361c1a2d102a6c452001e959f805,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Voyage%20de%20M.%20Poincar%C3%A9%20en%20Russie/cnc::bd90e76bf4569743391a875995db06ec,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Ch%C3%A2teau-Thierry/cnc::d02b5c21b874f6788c589d4faa21cf0a,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/D%C3%A9fil%C3%A9%20du%2014%20juillet%20%C3%A0%20Paris%20;%20Signature%20du%20trait%C3%A9%20de%20Versailles/cnc::6877905622a2dec46c5e8b285c5627d1,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20ferme%20du%20Godat%20lors%20de%20l'attaque%20du%2016%20avril%201917/cnc::8d23d36eb37028498fc63b7cf289b8ca,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Rue%20du%20quartier%20latin%20(),%20affiches%20du%20S%C3%A9nat%20et%20d'enr%C3%B4lement%20des%20femmes/cnc::5328a60fc2151a8c3d2dc233178d1f62",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Casques%20du%20Docteur%20Pollack%20en%20acier%20dur%20au%20mangan%C3%A8se/cnc::732659e20735be722444cec1339cdd60,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Gare%20du%20Nord,%20arriv%C3%A9e%20des%20r%C3%A9fugi%C3%A9s%20de%20la%20Somme/cnc::c287bfdb8f7bacf86658b8fe310b4448",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Tirailleurs%20Alg%C3%A9riens/cnc::6041d755ea22b24f78c81b2d86b59a83,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/Verdun,%20souvenirs%20d'histoire/cnc::ea316a52da7bb2c72b0df71303e82921",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L'arm%C3%A9e%20anglaise%20combattant%20en%20France/cnc::6f91dce9d525a3b405dca8b5cd7b50a3,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Canon%20de%2075%20sur%20char%20Renault/cnc::ec70b7beeb8b7c504b0f2fddfce39e8b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Annales%20de%20la%20guerre%20n%C2%B05/cnc::e3655b2963affe9f8bffd301c822937b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20puissance%20militaire%20de%20la%20France%20:%203e%20partie/cnc::1aa26b481ebcf79917f4f5d07f7fc787,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Annales%20de%20la%20guerre%20n%C2%B04/cnc::b9c5ae64c50e534fce192d78618760c5,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20vainqueurs%20du%20combat%20livr%C3%A9%20devant%20Dunkerque%20le%2021%20mars%201918%20avant%20le%20jour/cnc::bcf589173cc8b291f89e72c567fb2cf5,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20marins%20de%20France%20:%201914-1917/cnc::c63892f3e8cef244abf0eca1296108ab,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Zeppelin%20L%2072%20au-dessus%20de%20Paris/cnc::f9ba5d88a4dc12a869b989d4955bf0be,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Annales%20de%20la%20guerre%20n%C2%B066/cnc::9f641d9d8a5b26300c9f98a3b4d3e06c,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20premier%20restaurant%20populaire%20et%20celui%20des%20Tuileries/cnc::ed950e5440e3796f6a8dc7259ce31615,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Char%20d'assaut%20allemand%20Elfried/cnc::01b0ee0bc179eafaa84c1fc88694285f,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20Chars%20d'assaut%20Schneider/cnc::c6b705ca300749d72c4708f5d18df220,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Mouchoir/cnc::35a385e96debcd4a7370954be50c2a4c,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20main%20d'oeuvre%20f%C3%A9minine%20dans%20les%20usines%20de%20guerre/cnc::471e75837a277c38a1aec9917d8673cf,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Avec%20l'Arm%C3%A9e%20russe%20en%20Champagne./cnc::ae22132569f18066d2c8ce072d0344da,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Costume%20insubmersible/cnc::9b9015ba0f14c9ad268cfb2b4a48d0a4,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Le%20Mar%C3%A9chal%20Foch%20(1)./cnc::bae26634d42847108a7cac97df248b1b,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,"https://www.europeanfilmgateway.eu/detail/L'avance%20fran%C3%A7aise%20de%20Soissons%20%C3%A0%20Reims%20(Chemin%20des%20Dames,%20Craonne),%20avril%20-%20mai%201917/cnc::2ca30efe863b7d72eebdc90d00ff114b",ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/L'ambulance%20automobile%20chirurgicale%20n%C2%B0%207/cnc::b98d6be7c5767503448a918f1643cfa7,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/La%20bataille%20de%20l'Ancre/cnc::351b4ec5f0b6bcd464594041eac45783,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/En%20Champagne/cnc::dbbbba611f070f88d4a5d6ce4644aefc,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/D%C3%A9formations%20d'h%C3%A9lice/cnc::198d852c506c246b70d5be9ec2e117f9,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Aux%20abords%20de%20Verdun/cnc::6cc22bc0fc858c93440bc22d5a9e21b8,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Verdun%20(20%20Juillet%201916)/cnc::89d1f999eb2aee98fcf08bf871c70c83,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/En%20liaison%20avec%20nos%20alli%C3%A9s%20sur%20la%20Somme/cnc::8135df59920a95a1b5ffcb761b996a75,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Essais%20du%20char%201A%20%C3%A0%20Seyne%20:%20manoeuvres%20dans%20une%20for%C3%AAt%20de%20pins/cnc::a8183612235420dc6c82b482b05df89c,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,https://www.europeanfilmgateway.eu/detail/Les%20tirailleurs%20s%C3%A9n%C3%A9galais%20en%20Alsace/cnc::978008249cda6ec63044a1d9b8fa733e,ok,200,1,1,"Ficha pública de vídeo de Centre national du cinéma et de l'image animée - Archives françaises du film no EFG, com metadados audiovisuais.",
